match_id,espn_event_id,date,clock,event_type,team_cn,player_en,description,source
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,76',Own Goal,奥地利,Yazan Al-Arab,Yazan Al-Arab Own Goal,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,77',Yellow Card,奥地利,Marcel Sabitzer,Marcel Sabitzer Yellow Card,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,81',Substitution,约旦,Saed Al-Rosan,Saed Al-Rosan Substitution,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,81',Substitution,约旦,Mahmoud Al-Mardi,Mahmoud Al-Mardi Substitution,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,83',Substitution,奥地利,Patrick Wimmer,Patrick Wimmer Substitution,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,88',Substitution,约旦,Mohammad Al-Daoud,Mohammad Al-Daoud Substitution,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,89',Substitution,约旦,Ali Azaizeh,Ali Azaizeh Substitution,ESPN
2026-06-17_奥地利_vs_约旦,760431,2026-06-17,90'+12',Penalty - Scored,奥地利,Marko Arnautovic,Marko Arnautovic Penalty - Score,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,66',Goal,法国,Kylian Mbappé,Kylian Mbappé Goal,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,75',Substitution,塞内加尔,Ibrahim Mbaye,Ibrahim Mbaye Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,76',Substitution,塞内加尔,Habib Diarra,Habib Diarra Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,80',Substitution,法国,Bradley Barcola,Bradley Barcola Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,82',Goal,法国,Bradley Barcola,Bradley Barcola Goal,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,83',Substitution,塞内加尔,Iliman Ndiaye,Iliman Ndiaye Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,83',Substitution,塞内加尔,Bamba Dieng,Bamba Dieng Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,87',Substitution,法国,Rayan Cherki,Rayan Cherki Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,88',Substitution,塞内加尔,Pathé Ciss,Pathé Ciss Substitution,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,90'+5',Goal,塞内加尔,Ibrahim Mbaye,Ibrahim Mbaye Goal,ESPN
2026-06-16_法国_vs_塞内加尔,760432,2026-06-16,90'+6',Goal,法国,Kylian Mbappé,Kylian Mbappé Goal,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,17',Goal,阿根廷,Lionel Messi,Lionel Messi Goal,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,45',Substitution,阿根廷,Nahuel Molina,Nahuel Molina Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,55',Substitution,阿根廷,Nico González,Nico González Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,55',Substitution,阿根廷,Julián Álvarez,Julián Álvarez Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,60',Goal,阿根廷,Lionel Messi,Lionel Messi Goal,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,64',Substitution,阿尔及利亚,Houssem Aouar,Houssem Aouar Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,64',Substitution,阿尔及利亚,Mohamed Amoura,Mohamed Amoura Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,64',Substitution,阿尔及利亚,Riyad Mahrez,Riyad Mahrez Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,76',Goal,阿根廷,Lionel Messi,Lionel Messi Goal,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,80',Substitution,阿根廷,Nico Paz,Nico Paz Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,80',Substitution,阿根廷,Nicolás Otamendi,Nicolás Otamendi Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,81',Substitution,阿尔及利亚,Adil Boulbina,Adil Boulbina Substitution,ESPN
2026-06-17_阿根廷_vs_阿尔及利亚,760433,2026-06-17,82',Substitution,阿尔及利亚,Ramiz Zerrouki,Ramiz Zerrouki Substitution,ESPN
